,0
406,710797.5859157443
407,407721.37258806825
408,698846.1560894772
409,476371.47441133857
410,391951.66228257865
411,507626.26692417264
412,464203.73750353605
413,632532.1225943491
414,240048.5575531125
415,717256.8620707691
416,269447.7585833147
417,628937.4347032756
418,281885.3659124896
419,334522.45910767466
420,382733.7398497164
421,567561.106967248
422,447115.5011250451
423,625843.6258911416
424,672251.3859656304
425,567777.9468748942
426,269887.7167133093
427,201547.4506464228
428,1105019.8763324022
429,815929.6511398479
430,1226592.8024280667
431,452603.90835283697
432,399966.03809964657
433,289823.8876895979
434,472202.91434340924
435,464305.84317448735
436,223447.9627288729
437,731270.3437880725
438,930770.0551553741
439,437047.2942465097
440,223028.00126227736
441,354333.61851380765
442,770385.3751266897
443,417341.55661866814
444,245626.6929820627
445,595417.1202771291
446,446584.9055048153
447,524414.8316074982
448,159893.0202672854
449,400332.74976239353
450,581959.1182083264
451,130124.64145288616
452,827483.0486293659
453,410638.9972945675
454,451345.9773854241
455,206911.83204577118
456,588571.5076893121
457,319288.79210776836
458,245613.9981077984
459,466404.6310913637
460,706844.0440178365
461,388604.348192282
462,425312.3916610107
463,843846.5340894163
464,506856.9009396881
465,356635.9919195473
466,809664.4299490452
467,905461.6424544379
468,521829.3758427724
469,136809.95199934393
470,612852.7447490394
471,255035.51674747467
472,1327011.1628635004
473,560046.645035468
474,493573.68950433284
475,577318.5094351918
476,789524.7761227936
477,621699.9409457669
478,390193.6295500621
479,279944.9515847266
480,477563.3360930085
481,558171.9254085049
482,626413.8482313082
483,430339.77957432717
484,938098.9392398968
485,132456.16563069075
486,1046051.9830119163
487,979684.3537206575
488,-20990.123200699687
489,679248.4137375057
490,1011138.7531255037
491,444640.7882691473
492,595044.5496241674
493,156092.3613480553
494,560721.6082627848
495,167275.1547647491
496,367369.397196427
497,680509.9243463948
498,1188431.7486591637
499,78882.64734964818
500,618228.9247907475
501,275896.1924550906
502,451526.80950991064
503,314430.881972149
504,358761.0184714794
505,537217.3921540156
506,756809.5916201621
507,223914.69713186473
508,785796.7193168253
509,519621.2732236758
510,882921.0072157905
511,349213.9455989003
512,500052.4097555727
513,689751.895574592
514,900386.5165420696
515,338961.0179813653
516,138850.69870512187
517,47397.002725467086
518,865842.2082762793
519,371192.6777879521
520,689131.2111571729
521,705585.1188918501
522,375824.69045015424
523,934484.5450177118
524,439294.74251211435
525,824135.0551483631
526,1012623.6754805744
527,1377184.7021178976
528,700555.239445068
529,522119.9880957678
530,689449.020329915
531,696006.8810788766
532,114072.49536457658
533,477018.5255980566
534,254742.8815003559
535,225265.02710098028
536,305375.8627657965
537,909239.5313580185
538,313334.8579037562
539,466370.8458037749
540,1189281.6665817648
541,663311.7484514713
542,546034.5086122453
543,452036.8844173327
544,229577.24577430636
545,888274.9581961855
546,2652631.962909892
547,576872.6540606543
548,877498.6171647236
549,526625.4714671373
550,381136.5207953155
551,-120640.82198548317
552,424732.0863183588
553,775072.7673428208
554,730252.8768610135
555,434815.71567228436
556,556808.7848177105
557,487734.70434304327
558,1015830.0867546201
559,898347.8624516055
560,731678.4601262957
561,386488.9428801015
562,500073.63908893615
563,445398.01076891273
564,929200.0913410634
565,375791.4654877633
566,314942.21073476225
567,511809.1163569242
568,261354.55212228745
569,326504.99937081337
570,426288.45593574643
571,1050823.566707559
572,392445.0242753327
573,735550.7732516527
574,605381.407019265
575,177072.11865640432
576,490530.9355356693
577,561008.8157330602
578,404402.17826262116
579,702248.4835558981
580,359411.9399288595
581,352184.66290460527
582,782001.9431160167
583,370141.1810718924
584,350490.8747353628
585,391461.0014639124
586,167607.5076403618
587,755579.2112622261
588,329497.6249080673
589,398996.4430069402
590,435786.5659156069
591,652714.2321026996
592,1140393.6865836903
593,302270.7008173093
594,383149.0221382901
595,463859.1653293669
596,177057.3351564631
597,355607.3345544934
598,385726.008857511
599,381882.917992495
600,427785.68592198193
601,353874.3904160261
602,342523.5787258521
603,574774.8872074261
604,1114137.3086580932
605,695987.8171165138
606,437710.65982363373
607,410785.8316738084
608,213836.14675819874
609,823805.2353122383
610,399790.73791465163
611,759287.8095607907
612,366060.98590358347
613,500045.1226517558
614,256992.6544969827
615,248988.613033548
616,554546.9128475785
617,672780.9481765926
618,219419.02805268764
619,272137.39223679155
620,192826.31572136283
621,654432.988622509
622,471929.64236371964
623,493347.1446779296
624,900715.7452941313
625,163081.36081840843
626,15802.614924997091
627,539208.633031249
628,814453.0799618512
629,348724.5736335665
630,322839.84106452763
631,436802.76217535883
632,382744.4133402109
633,174725.7125402689
634,989608.591697827
635,625738.8413142934
636,871547.2523767948
637,252958.03400814533
638,443674.0724341795
639,258594.6418717727
640,199039.47090052068
641,277460.8600585535
642,649772.6628121361
643,409510.2829635218
644,250743.8999234587
645,224176.97265479714
646,712537.1913016886
647,588479.365616329
648,65259.17760127038
649,149142.1034418419
650,656452.3882321492
651,523355.1817345843
652,809552.9235638902
653,239778.5626381263
654,685804.3588977978
655,716904.8809995502
656,185101.59603624046
657,707000.4477015808
658,997655.351731047
659,194935.80180624872
660,367070.61804904044
661,294324.2172121331
662,1537613.7823588997
663,492357.71709463745
664,346637.3889248967
665,593155.4186614603
666,561449.3786284998
667,575228.5001299009
668,359972.4891691357
669,278761.99020275474
670,321048.5402191952
671,397333.01098927855
672,1149444.420306906
673,515205.3204216063
674,787006.7209429219
675,472408.5554702282
676,291923.51936972886
677,486029.4645454511
678,787819.1613931805
679,430219.4633074403
680,308158.61235190183
681,444472.7803671211
682,592126.9277465716
683,561383.9819342941
684,698335.6674449071
685,806771.5023970604
686,354898.5024053529
687,538989.6527023464
688,773258.0119552538
689,631689.3812263235
690,137527.82588797063
691,630840.5493815243
692,513225.9770985991
693,1168189.9522490576
694,670303.7039778382
695,65914.3534726575
696,1160936.4092257172
697,397721.27130137384
698,669130.5631983429
699,768698.7704702839
700,653693.9539332092
701,1492711.1505885124
702,176304.98481652886
703,307359.8335283622
704,471893.1506713405
705,478917.16185866296
706,844524.2934740335
707,443493.1588325277
708,581460.3546476588
709,436823.91711910814
710,422911.04251831025
711,356235.1094365418
712,791408.0900887772
713,422826.20994149894
714,594539.5202281848
715,417763.89488069713
716,361557.732656911
717,329827.4640271142
718,965950.88360136
719,519245.52226964384
720,712985.5863596275
721,1291039.2982027605
722,415395.4921780303
723,175435.37066224217
724,647729.5811942667
725,279302.3252174109
726,213700.76178330928
727,229708.65648506582
728,497003.85674665123
729,676545.70447357
730,664313.9077644795
731,485493.4071324095
732,197562.29402647913
733,974163.7342072427
734,540317.5235107616
735,360329.8141834736
736,751153.8131877631
737,709076.0725707039
738,782197.5697685406
739,155322.22065530717
740,399987.55539963394
741,867149.9721297771
742,758216.2995330915
743,792204.4670061991
744,351227.7962048277
745,393058.29884197563
746,603844.7203546688
747,527333.7787914351
748,578315.1883465201
749,577612.1579369828
750,540545.9579882622
751,160311.35489638895
752,846400.0238697678
753,330278.4026706144
754,509665.5866886452
755,278162.5546520129
756,425139.79387925565
757,384029.34393304586
758,534323.5440820232
759,792241.40014036
760,436524.45336830616
761,343913.78492972255
762,691276.132664971
763,328518.9260258153
764,538565.1890686005
765,57506.6786531508
766,311191.55040869117
767,553529.4801650494
768,91765.22225093842
769,141113.22484713048
770,1417248.931968011
771,359679.1956319064
772,435842.2444200665
773,579820.4222868457
774,947646.7103380039
775,248345.7779367566
776,682219.515743047
777,343348.61963447183
778,575698.8948160559
779,-15469.738489076495
780,336862.6255529374
781,420304.5558455512
782,769143.2736637592
783,718644.525939256
784,816175.2439346537
785,248263.536689803
786,277754.8886298984
787,357381.5179188624
788,478985.836253874
789,688848.9564130306
790,1026641.6610801369
791,122168.02587520331
792,241300.90031120926
793,897205.988175422
794,674577.6460609064
795,736511.6930298656
796,664356.7817536145
797,990679.4628292397
798,487218.1517745927
799,556804.3442311361
800,250990.48840150982
801,319801.3345670998
802,832177.6171180829
803,363641.13109730184
804,234540.9841548875
805,468821.2571673244
806,317309.0652833134
807,411995.57288680226
808,227073.26968175173
809,927255.4061073437
810,361815.4723015502
811,282611.88283928484
812,1321740.867508702
813,621205.3666400537
814,304453.34935025126
815,651895.2067309916
816,322475.8640743792
817,458748.00690308213
818,383434.68072951585
819,832438.8161035329
820,199502.88838754594
821,223771.23689504713
822,428803.67674714327
823,340534.84587650746
824,476275.71635263413
825,467452.20549826324
826,935401.4114229605
827,376873.5491295159
828,577156.4170156121
829,740666.5227261484
830,219848.8226872161
831,664799.9663435146
832,637041.7843824252
833,498860.5909438133
834,421438.80496076494
835,634965.2883872241
836,227082.67345837504
837,269590.7753024027
838,507748.9402213022
839,543580.0267197266
840,237058.94170588255
841,783888.164330855
842,883642.3392304629
843,398154.1118738428
844,528939.7897751257
845,650553.546967648
846,676288.0810891241
847,506913.4899736345
848,272405.6791370213
849,822236.2978739142
850,402374.8496329412
851,1996374.7515270263
852,257240.12647847086
853,1059458.3310162947
854,912723.7223285735
855,619597.065402709
856,806817.0680337027
857,211262.58938021213
858,542675.4350401387
859,519300.7805949673
860,461721.00400324166
861,405835.6009996161
862,326020.8543824777
863,683804.9813765511
864,767038.5243341178
865,145742.38309448212
866,1017138.9965919405
867,614729.6384879276
868,703113.266030252
869,481369.37016296387
870,261302.6034270376
871,551344.1568611562
872,605979.6909935176
873,437358.05925251544
874,508480.2045433894
875,319692.63231211156
876,331157.15494321287
877,757358.1680569351
878,183132.20772431046
879,425942.97480788827
880,120623.41268602014
881,373134.7712322399
882,435277.78878580034
883,485196.9706164971
884,263955.0247511491
885,444242.88649275154
886,517935.57466403395
887,381516.2868466005
888,312750.6624523699
889,169938.4608523324
890,1253204.797668919
891,813292.6553521156
892,346647.7881249562
893,431327.6250452399
894,788950.8463197723
895,176614.46620097756
896,436190.4852692932
897,570120.2115209997
898,700413.3332375363
899,417596.3451230824
900,314220.4965078458
901,583031.986974217
902,1320392.9621978626
903,747625.7630728632
904,541809.6252869815
905,170372.69918867946
906,447073.1416737065
907,376092.34850218147
908,473097.23372431844
909,141994.91656321287
910,395004.4129356593
911,1175378.5977265239
912,307464.173566699
913,486647.8726003766
914,959118.8958004117
915,174496.66859707236
916,463674.4794983417
917,567074.8079319447
918,487426.0125468597
919,837391.5425341055
920,631663.1829028279
921,1003521.29503005
922,518273.16010306776
923,28920.31455156207
924,1230809.3174917847
925,157345.34383806586
926,415869.56103244424
927,790542.6420163587
928,138356.68973988295
929,279382.52123238146
930,237051.15628970414
931,968949.9369638786
932,684129.4244011566
933,472870.8851104826
934,514443.8521628082
935,709844.9331197962
936,887028.5595205948
937,2241152.395089701
938,347725.44289179146
939,638680.3233952969
940,199585.07794269174
941,587216.860001199
942,316017.7668166086
943,219874.64906813204
944,569967.8245829046
945,426948.08490324765
946,604843.3913997486
947,325327.5929579139
948,548677.4407961667
949,667266.3457691744
950,1074040.0817176104
951,544500.1939244196
952,188915.66784521937
953,360098.860626705
954,452823.92180499434
955,974530.7323012277
956,332540.8991496712
957,151818.86174285412
958,191951.5905461833
959,580729.8575311899
960,900348.4979367703
961,474335.0435856879
962,819460.5530930609
963,1341368.2694441378
964,239672.92482361943
965,575446.8555531278
966,216093.38558854163
967,-196564.17762368172
968,629551.2768633068
969,442736.88933084905
970,780545.4845308289
971,452571.9880668968
972,511638.72758607566
973,749238.5676339865
974,275759.55697081983
975,405718.6340865791
976,1344731.834226288
977,357161.54969991744
978,762057.4419682026
979,165378.06883141398
980,-542115.9703056514
981,848590.0746463388
982,837573.7441890165
983,381325.8042553589
984,150594.09421797842
985,227893.09248183668
986,1117672.854775682
987,550046.5141638666
988,444769.2393537313
989,501729.93892745674
990,596534.4779594392
991,263400.90956918895
992,522548.72182023525
993,273101.72732174397
994,767685.107544437
995,847164.5830670372
996,406451.5950007066
997,382576.57464114577
998,772390.8734139428
999,739030.5634553656
1000,749511.5742707029
1001,271850.87782850116
1002,420265.1697881445
1003,827629.7990203574
1004,454855.62918188423
1005,123815.2447456345
1006,397563.1548118144
1007,496345.2070342377
1008,870061.7042151168
1009,435950.8081783578
1010,457897.6781799868
1011,452093.89429953694
1012,535283.8125711828
1013,751662.8281287029
1014,973479.3352587
1015,559790.7773174718
1016,612727.825061813
1017,225275.50710077584
1018,1261594.6431425288
1019,1181694.065311864
1020,613941.2123833001
1021,193924.11709281802
1022,397686.44596060365
1023,331609.9547757879
1024,2187237.50190302
1025,639273.6409736723
1026,398642.0988403633
1027,459350.28035289794
1028,489985.3953453079
1029,2121948.7947183102
1030,736400.264444299
1031,491583.69154091924
1032,390457.09245839715
1033,283940.71431827545
1034,329323.0529905781
1035,509845.2980304137
1036,601491.8900227323
1037,573488.8645210564
1038,389768.667700544
1039,357772.28230101615
1040,666828.355377309
1041,441387.05072357506
1042,522107.035822168
1043,462684.1799282804
1044,477614.24518096447
1045,903100.5315766484
1046,333861.87103560567
1047,350372.45216260105
1048,577917.5845949948
1049,1278406.451382123
1050,714106.6641121432
1051,915444.9773275331
1052,676010.2188662589
1053,581303.6743394211
1054,245017.7691268772
1055,1013929.3173393384
1056,333122.476477921
1057,242572.81021956354
1058,397165.6075450629
1059,72866.7916464284
1060,454176.5838499591
1061,588981.6103267074
1062,738341.8645993769
1063,1128059.0440253168
1064,333832.09524608403
1065,141638.58815684915
1066,1073211.1458643973
1067,524424.5940445215
1068,666780.4766555354
1069,1002374.8287286907
1070,682212.5203085691
1071,352689.5979888886
1072,44315.93641962856
1073,446224.8742221743
1074,43177.16997576505
1075,451496.2872443646
1076,876130.8416702598
1077,316366.8622206375
1078,508694.1453489587
1079,514828.0493291691
1080,295988.7835041657
1081,107142.87765506655
1082,614680.8016549572
1083,381465.5709858611
1084,1097610.1782406643
1085,465309.0521232411
1086,667482.0812431946
1087,953639.6719881445
1088,424401.85959121585
1089,411553.1062025279
1090,1136307.6520773992
1091,376057.01226237416
1092,214099.65479303896
1093,536883.0458205119
1094,162517.67286120355
1095,139116.96284855157
1096,342741.36094561964
1097,538090.3114396334
1098,850793.3659340739
1099,581691.0059706271
1100,466863.0612253994
1101,537700.1827333793
1102,318210.2783564776
1103,494995.0795977488
1104,452212.80980538577
1105,383804.52963940054
1106,115502.10866781324
1107,833977.6507030949
1108,309375.92549185455
1109,410706.0931420177
1110,535667.56871555
1111,788561.2934876829
1112,323881.00147057325
1113,232568.05364511907
1114,563232.4088457152
1115,114787.31770096719
1116,637260.0728439763
1117,337305.4306356311
1118,380290.2186456919
1119,584216.1487449333
1120,815190.8000121489
1121,858437.1561699212
1122,413100.90036307275
1123,136399.17867664993
1124,732951.0402361006
1125,165996.3388074115
1126,252159.4436558634
1127,470824.6708429679
1128,1217644.5406195372
1129,1648113.827312313
1130,804615.0840434507
1131,387135.4673329592
1132,875245.3191803098
1133,256021.10196962953
1134,1139320.2584917322
1135,421929.5184893161
1136,503699.61389152706
1137,692162.1985207051
1138,229411.19363174587
1139,673191.413280338
1140,538445.7335710302
1141,867020.2489796877
1142,382856.7790345773
1143,318381.68459682167
1144,227940.41773503274
1145,1011558.7274677455
1146,363226.7207667157
1147,1320762.4565456584
1148,688300.4192435816
1149,757568.3144910187
1150,419439.51237063855
1151,682658.8909923434
1152,626153.2048159912
1153,457662.4177611768
1154,490169.1455095634
1155,607663.9844989702
1156,573791.039820537
1157,642240.6270025373
1158,806686.1216999441
1159,313231.6333552599
1160,964564.8013733923
1161,544623.5973905027
1162,104336.6967851147
1163,1117483.2428339496
1164,739552.7604188845
1165,331651.17058089375
1166,425097.6788663566
1167,691907.3538418189
1168,480511.411258325
1169,535831.19815135
1170,434365.6945845783
1171,632471.3021821678
1172,675636.9619725645
1173,216950.23978865892
1174,500921.9620074183
1175,1811110.6345362216
1176,573597.49205143
1177,539036.7820122093
1178,370372.1634468734
1179,388480.6190888658
1180,411286.50624391437
1181,474427.6763757616
1182,850042.5741961822
1183,378455.7680646032
1184,71469.22037585825
1185,216335.38620706648
1186,557363.7866966575
1187,540319.2978711799
1188,487101.40335559845
1189,586199.3263343349
1190,674658.6130418852
1191,258160.12310082465
1192,743741.9873115495
1193,298637.12341756374
1194,558036.4587898105
1195,221119.26236134022
1196,712049.4198368266
1197,1224665.486609362
1198,478622.64206813276
1199,480670.59641774
1200,622208.7987021729
1201,732547.3458243087
1202,756613.6362898946
1203,386460.0924680084
1204,229776.92989837378
1205,412729.31591564417
1206,629989.321080938
1207,184870.64502575994
1208,442581.4255687371
1209,488855.83888641745
1210,928353.6842489019
1211,369936.8202232197
1212,1037377.144498162
1213,1542.0193658024073
1214,368115.2312371358
1215,1157075.5932935476
1216,502566.6861374378
1217,986699.2145411298
1218,607729.1331562698
1219,461375.7630549297
1220,767326.5274797231
1221,395938.4176220298
1222,329547.6900708452
1223,185570.37984989583
1224,470573.7998648584
1225,568854.526160121
1226,501104.7070449367
1227,382349.1323930919
1228,733678.2249237448
1229,410909.4033374712
1230,8435.660426139832
1231,288691.2774358317
1232,845140.1137678623
1233,235608.72813042253
1234,1433314.6286477596
1235,680192.1542637423
1236,211625.06213768572
1237,569519.2361548245
1238,318169.2074849084
1239,586717.3548560888
1240,243311.44466872513
1241,303548.64549559355
1242,540235.463530317
1243,517827.09634694457
1244,647487.1239112839
1245,427530.882755734
1246,996200.8315895051
1247,128420.76335065067
1248,88171.68654932082
1249,364396.17495464534
1250,650522.3257652819
1251,448563.7858794406
1252,647934.0281177089
1253,55634.518996834755
1254,689440.367615886
1255,536077.8133031949
1256,356448.5776791349
1257,466992.1545320451
1258,212415.37573409826
1259,435679.10651248693
1260,1049150.4702628776
1261,-80677.79007375985
1262,338829.21362852305
1263,157664.32815212756
1264,222626.18185072392
1265,109607.67056710273
1266,289814.9374998957
1267,538996.9763129652
1268,694621.970612675
1269,524837.4001939371
1270,903682.0386394411
1271,1089538.7735144868
1272,795699.7690995932
1273,955575.1700335816
1274,737102.9435335621
1275,1465022.6677997783
1276,149742.10780452192
1277,823723.6905777007
1278,476838.228987515
1279,225645.39661088586
1280,470941.9943428859
1281,482107.2166561708
1282,577621.58715152
1283,296492.1837497875
1284,890131.538117066
1285,495097.2484297976
1286,145969.06293331832
1287,805613.5781397521
1288,419852.1312248185
1289,373191.6663710922
1290,884729.8664640039
1291,463625.5084338039
1292,308341.9380195886
1293,329103.79266975075
1294,808457.5571264029
1295,551519.9456278831
1296,299004.01091490686
1297,637743.4890718758
1298,362942.523424685
1299,354234.2308584824
1300,545577.4456609562
1301,989714.3359453306
1302,788323.499016121
1303,1174425.7024543658
1304,398705.8940746635
1305,452750.7055948004
1306,821135.4345071465
1307,655597.6131443828
1308,421961.76221966
1309,586868.831445843
1310,817690.566669412
1311,1076872.262050502
1312,652776.5913045779
1313,815852.7798760608
1314,465640.87155174464
1315,426902.162910372
1316,431304.2561359778
1317,534987.8575871438
1318,571160.1609907001
1319,826605.817681171
1320,698453.510241963
1321,423777.4986675903
1322,456715.8716948554
1323,355570.84701082855
1324,832760.255625844
1325,485744.5413455069
1326,596291.7194470689
1327,801022.6407797933
1328,208211.3666710332
1329,895032.7374172658
1330,476292.72901605815
1331,494800.07918383926
1332,333769.5425042361
1333,666321.5209756717
1334,458523.19292648137
1335,566504.3112216145
1336,237259.07004276663
1337,744105.112727195
1338,132036.11879487336
1339,489475.208389543
1340,610669.8482544869
1341,708476.8841322511
1342,247292.40821234137
1343,273730.7701386139
1344,472589.69847917557
1345,719143.2305991873
1346,652949.1077881753
1347,465651.40761939436
1348,656450.6136173308
1349,291308.01105068624
1350,464389.0739586428
1351,491358.5217871964
1352,500125.0814776644
1353,582818.2807341143
1354,689157.86282029
1355,419300.880337134
1356,648175.1423111483
1357,308203.00335852057
1358,347691.65574364364
1359,314374.2903821096
1360,564110.3864999488
1361,231801.97783689946
1362,926720.0670295805
